power
18100.962719937426
0.0
6045.062573312474
0.0
6079.287573312475
6056.470906645808
9050.481359968711
0.0
6033.6542399791415
3016.8271199895707
6033.6542399791415
6033.6542399791415
9050.481359968711
0.0
15163.993933281186
0.0
0.0
6079.287573312475
3028.235453322904
0.0
9084.706359968712
18237.862719937424
18329.12938660409
6147.737573312475
9187.381359968713
12204.208479958283
0.0
0.0
3039.6437866562374
9084.706359968712
18169.412719937423
18146.596053270758
0.0
18203.637719937426
9118.931359968712
3039.6437866562374
6056.470906645808
3039.6437866562374
9118.931359968712
6056.470906645808
18180.82105327076
6056.470906645808
9084.706359968712
0.0
18169.412719937423
12067.308479958283
9073.298026635379
3028.235453322904
9084.706359968712
3028.235453322904
6056.470906645808
18112.37105327076
15175.402266614521
18237.862719937424
6067.879239979142
3039.6437866562374
9118.931359968712
0.0
12112.941813291616
0.0
18100.962719937426
6045.062573312474
3028.235453322904
6079.287573312475
0.0
18215.04605327076
12169.983479958282
3039.6437866562374
3039.6437866562374
0.0
0.0
18237.862719937424
9050.481359968711
0.0
9061.889693302046
12112.941813291616
18226.45438660409
18272.087719937423
18272.087719937423
18272.087719937423
15289.485599947851
18374.762719937422
18203.637719937426
18237.862719937424
12101.533479958283
18180.82105327076
18260.67938660409
6079.287573312475
3028.235453322904
18169.412719937423
18158.00438660409
3039.6437866562374
6079.287573312475
0.0
3039.6437866562374
3051.0521199895707
9153.156359968712
18306.312719937425
12147.166813291617
18283.496053270756
18237.862719937424
18100.962719937426
6033.6542399791415
18192.229386604093
0.0
9130.339693302045
18237.862719937424
18100.962719937426
18100.962719937426
6067.879239979142
15243.852266614518
3039.6437866562374
6079.287573312475
18272.087719937423
18226.45438660409
15255.260599947853
15198.218933281187
3028.235453322904
15232.443933281185
6136.329239979142
0.0
18443.212719937426
12112.941813291616
6033.6542399791415
6033.6542399791415
3016.8271199895707
6033.6542399791415
0.0
6033.6542399791415
18146.596053270758
0.0
0.0
15198.218933281187
9084.706359968712
0.0
18158.00438660409
18237.862719937424
18146.596053270758
0.0
18237.862719937424
18169.412719937423
18169.412719937423
9096.114693302046
0.0
15152.585599947854
6056.470906645808
0.0
0.0
18249.271053270757
0.0
9141.748026635378
12181.391813291615
3039.6437866562374
0.0
6079.287573312475
18306.312719937425
6056.470906645808
18146.596053270758
18249.271053270757
9153.156359968712
6079.287573312475
3039.6437866562374
18272.087719937423
18169.412719937423
6033.6542399791415
0.0
12067.308479958283
9050.481359968711
6067.879239979142
0.0
12158.57514662495
0.0
12090.12514662495
0.0
15175.40226661452
18294.90438660409
9096.114693302046
15141.17726661452
0.0
0.0
6045.062573312474
3028.235453322904
18215.04605327076
0.0
0.0
3028.235453322904
3028.235453322904
3028.235453322904
6056.470906645808
18169.412719937423
18180.82105327076
12215.616813291614
0.0
18329.12938660409
18169.412719937423
3028.235453322904
18260.67938660409
18306.312719937425
18100.962719937426
6056.470906645808
0.0
18203.637719937426
3028.235453322904
3028.235453322904
18237.862719937424
0.0
15243.852266614518
18237.862719937424
18169.412719937423
18180.82105327076
18283.496053270756
6067.879239979142
18260.67938660409
6056.470906645808
18169.412719937423
12101.533479958283
3051.0521199895707
6102.104239979141
18306.31271993742
3039.6437866562374
18260.67938660409
9107.52302663538
6102.104239979141
9118.931359968712
9084.706359968712
15198.218933281187
9084.706359968712
0.0
12135.758479958284
18260.67938660409
18215.04605327076
0.0
0.0
9084.706359968712
12067.308479958283
0.0
0.0
18100.962719937426
18135.187719937425
