Object,Time Step,Instance ID,Power Consumption
EdgeServer_4,247,4,66.9914
EdgeServer_5,247,5,74.50833333333334
EdgeServer_6,247,6,120.14166666666668
EdgeServer_1,248,1,178.37149999999997
EdgeServer_2,248,2,165.99599999999998
EdgeServer_3,248,3,66.9914
EdgeServer_4,248,4,66.9914
EdgeServer_5,248,5,74.50833333333334
EdgeServer_6,248,6,120.14166666666668
EdgeServer_1,249,1,178.37149999999997
EdgeServer_2,249,2,165.99599999999998
EdgeServer_3,249,3,66.9914
EdgeServer_4,249,4,66.9914
EdgeServer_5,249,5,74.50833333333334
EdgeServer_6,249,6,120.14166666666668
EdgeServer_1,250,1,190.74699999999999
EdgeServer_2,250,2,165.99599999999998
EdgeServer_3,250,3,66.9914
EdgeServer_4,250,4,66.9914
EdgeServer_5,250,5,74.50833333333334
EdgeServer_6,250,6,108.73333333333333
EdgeServer_1,251,1,178.37149999999997
EdgeServer_2,251,2,165.99599999999998
EdgeServer_3,251,3,66.9914
EdgeServer_4,251,4,66.9914
EdgeServer_5,251,5,74.50833333333334
EdgeServer_6,251,6,120.14166666666668
EdgeServer_1,252,1,178.37149999999997
EdgeServer_2,252,2,165.99599999999998
EdgeServer_3,252,3,66.9914
EdgeServer_4,252,4,66.9914
EdgeServer_5,252,5,74.50833333333334
EdgeServer_6,252,6,120.14166666666668
EdgeServer_1,253,1,178.37149999999997
EdgeServer_2,253,2,165.99599999999998
EdgeServer_3,253,3,66.9914
EdgeServer_4,253,4,66.9914
EdgeServer_5,253,5,74.50833333333334
EdgeServer_6,253,6,120.14166666666668
EdgeServer_1,254,1,178.37149999999997
EdgeServer_2,254,2,165.99599999999998
EdgeServer_3,254,3,66.9914
EdgeServer_4,254,4,66.9914
EdgeServer_5,254,5,74.50833333333334
EdgeServer_6,254,6,120.14166666666668
EdgeServer_1,255,1,178.37149999999997
EdgeServer_2,255,2,165.99599999999998
EdgeServer_3,255,3,66.9914
EdgeServer_4,255,4,66.9914
EdgeServer_5,255,5,74.50833333333334
EdgeServer_6,255,6,120.14166666666668
EdgeServer_1,256,1,178.37149999999997
EdgeServer_2,256,2,165.99599999999998
EdgeServer_3,256,3,66.9914
EdgeServer_4,256,4,66.9914
EdgeServer_5,256,5,74.50833333333334
EdgeServer_6,256,6,120.14166666666668
EdgeServer_1,257,1,190.74699999999999
EdgeServer_2,257,2,165.99599999999998
EdgeServer_3,257,3,66.9914
EdgeServer_4,257,4,66.9914
EdgeServer_5,257,5,74.50833333333334
EdgeServer_6,257,6,108.73333333333333
EdgeServer_1,258,1,178.37149999999997
EdgeServer_2,258,2,165.99599999999998
EdgeServer_3,258,3,66.9914
EdgeServer_4,258,4,66.9914
EdgeServer_5,258,5,74.50833333333334
EdgeServer_6,258,6,120.14166666666668
EdgeServer_1,259,1,178.37149999999997
EdgeServer_2,259,2,165.99599999999998
EdgeServer_3,259,3,66.9914
EdgeServer_4,259,4,66.9914
EdgeServer_5,259,5,74.50833333333334
EdgeServer_6,259,6,120.14166666666668
EdgeServer_1,260,1,178.37149999999997
EdgeServer_2,260,2,165.99599999999998
EdgeServer_3,260,3,66.9914
EdgeServer_4,260,4,66.9914
EdgeServer_5,260,5,74.50833333333334
EdgeServer_6,260,6,120.14166666666668
EdgeServer_1,261,1,165.99599999999998
EdgeServer_2,261,2,165.99599999999998
EdgeServer_3,261,3,66.9914
EdgeServer_4,261,4,66.9914
EdgeServer_5,261,5,74.50833333333334
EdgeServer_6,261,6,131.55
EdgeServer_1,262,1,165.99599999999998
EdgeServer_2,262,2,165.99599999999998
EdgeServer_3,262,3,66.9914
EdgeServer_4,262,4,66.9914
EdgeServer_5,262,5,74.50833333333334
EdgeServer_6,262,6,131.55
EdgeServer_1,263,1,178.37149999999997
EdgeServer_2,263,2,165.99599999999998
EdgeServer_3,263,3,66.9914
EdgeServer_4,263,4,66.9914
EdgeServer_5,263,5,74.50833333333334
EdgeServer_6,263,6,120.14166666666668
EdgeServer_1,264,1,165.99599999999998
EdgeServer_2,264,2,165.99599999999998
EdgeServer_3,264,3,66.9914
EdgeServer_4,264,4,66.9914
EdgeServer_5,264,5,74.50833333333334
EdgeServer_6,264,6,131.55
EdgeServer_1,265,1,165.99599999999998
EdgeServer_2,265,2,165.99599999999998
EdgeServer_3,265,3,66.9914
EdgeServer_4,265,4,66.9914
EdgeServer_5,265,5,74.50833333333334
EdgeServer_6,265,6,131.55
EdgeServer_1,266,1,165.99599999999998
EdgeServer_2,266,2,165.99599999999998
EdgeServer_3,266,3,66.9914
EdgeServer_4,266,4,66.9914
EdgeServer_5,266,5,74.50833333333334
EdgeServer_6,266,6,131.55
EdgeServer_1,267,1,165.99599999999998
EdgeServer_2,267,2,165.99599999999998
EdgeServer_3,267,3,66.9914
EdgeServer_4,267,4,66.9914
EdgeServer_5,267,5,74.50833333333334
EdgeServer_6,267,6,131.55
EdgeServer_1,268,1,165.99599999999998
EdgeServer_2,268,2,165.99599999999998
EdgeServer_3,268,3,66.9914
EdgeServer_4,268,4,66.9914
EdgeServer_5,268,5,74.50833333333334
EdgeServer_6,268,6,131.55
EdgeServer_1,269,1,190.74699999999999
EdgeServer_2,269,2,165.99599999999998
EdgeServer_3,269,3,66.9914
EdgeServer_4,269,4,66.9914
EdgeServer_5,269,5,74.50833333333334
EdgeServer_6,269,6,108.73333333333333
EdgeServer_1,270,1,165.99599999999998
EdgeServer_2,270,2,165.99599999999998
EdgeServer_3,270,3,66.9914
EdgeServer_4,270,4,66.9914
EdgeServer_5,270,5,74.50833333333334
EdgeServer_6,270,6,131.55
EdgeServer_1,271,1,165.99599999999998
EdgeServer_2,271,2,165.99599999999998
EdgeServer_3,271,3,66.9914
EdgeServer_4,271,4,66.9914
EdgeServer_5,271,5,74.50833333333334
EdgeServer_6,271,6,131.55
EdgeServer_1,272,1,165.99599999999998
EdgeServer_2,272,2,165.99599999999998
EdgeServer_3,272,3,66.9914
EdgeServer_4,272,4,66.9914
EdgeServer_5,272,5,74.50833333333334
EdgeServer_6,272,6,131.55
EdgeServer_1,273,1,165.99599999999998
EdgeServer_2,273,2,165.99599999999998
EdgeServer_3,273,3,66.9914
EdgeServer_4,273,4,66.9914
EdgeServer_5,273,5,74.50833333333334
EdgeServer_6,273,6,131.55
EdgeServer_1,274,1,190.74699999999999
EdgeServer_2,274,2,165.99599999999998
EdgeServer_3,274,3,66.9914
EdgeServer_4,274,4,66.9914
EdgeServer_5,274,5,74.50833333333334
EdgeServer_6,274,6,108.73333333333333
EdgeServer_1,275,1,190.74699999999999
EdgeServer_2,275,2,165.99599999999998
EdgeServer_3,275,3,66.9914
EdgeServer_4,275,4,66.9914
EdgeServer_5,275,5,74.50833333333334
EdgeServer_6,275,6,108.73333333333333
EdgeServer_1,276,1,178.37149999999997
EdgeServer_2,276,2,165.99599999999998
EdgeServer_3,276,3,66.9914
EdgeServer_4,276,4,66.9914
EdgeServer_5,276,5,74.50833333333334
EdgeServer_6,276,6,120.14166666666668
EdgeServer_1,277,1,178.37149999999997
EdgeServer_2,277,2,165.99599999999998
EdgeServer_3,277,3,66.9914
EdgeServer_4,277,4,66.9914
EdgeServer_5,277,5,74.50833333333334
EdgeServer_6,277,6,120.14166666666668
EdgeServer_1,278,1,178.37149999999997
EdgeServer_2,278,2,165.99599999999998
EdgeServer_3,278,3,66.9914
EdgeServer_4,278,4,66.9914
EdgeServer_5,278,5,74.50833333333334
EdgeServer_6,278,6,120.14166666666668
EdgeServer_1,279,1,178.37149999999997
EdgeServer_2,279,2,165.99599999999998
EdgeServer_3,279,3,66.9914
EdgeServer_4,279,4,66.9914
EdgeServer_5,279,5,74.50833333333334
EdgeServer_6,279,6,120.14166666666668
EdgeServer_1,280,1,178.37149999999997
EdgeServer_2,280,2,165.99599999999998
EdgeServer_3,280,3,66.9914
EdgeServer_4,280,4,66.9914
EdgeServer_5,280,5,74.50833333333334
EdgeServer_6,280,6,120.14166666666668
EdgeServer_1,281,1,178.37149999999997
EdgeServer_2,281,2,165.99599999999998
EdgeServer_3,281,3,66.9914
EdgeServer_4,281,4,66.9914
EdgeServer_5,281,5,74.50833333333334
EdgeServer_6,281,6,120.14166666666668
EdgeServer_1,282,1,203.1225
EdgeServer_2,282,2,165.99599999999998
EdgeServer_3,282,3,66.9914
EdgeServer_4,282,4,66.9914
EdgeServer_5,282,5,74.50833333333334
EdgeServer_6,282,6,97.325
EdgeServer_1,283,1,215.498
EdgeServer_2,283,2,165.99599999999998
EdgeServer_3,283,3,66.9914
EdgeServer_4,283,4,66.9914
EdgeServer_5,283,5,74.50833333333334
EdgeServer_6,283,6,85.91666666666667
EdgeServer_1,284,1,215.498
EdgeServer_2,284,2,165.99599999999998
EdgeServer_3,284,3,66.9914
EdgeServer_4,284,4,66.9914
EdgeServer_5,284,5,74.50833333333334
EdgeServer_6,284,6,85.91666666666667
EdgeServer_1,285,1,178.37149999999997
EdgeServer_2,285,2,165.99599999999998
EdgeServer_3,285,3,66.9914
EdgeServer_4,285,4,66.9914
EdgeServer_5,285,5,74.50833333333334
EdgeServer_6,285,6,120.14166666666668
EdgeServer_1,286,1,178.37149999999997
EdgeServer_2,286,2,165.99599999999998
EdgeServer_3,286,3,66.9914
EdgeServer_4,286,4,66.9914
EdgeServer_5,286,5,74.50833333333334
EdgeServer_6,286,6,120.14166666666668
EdgeServer_1,287,1,178.37149999999997
EdgeServer_2,287,2,165.99599999999998
EdgeServer_3,287,3,66.9914
EdgeServer_4,287,4,66.9914
EdgeServer_5,287,5,74.50833333333334
EdgeServer_6,287,6,120.14166666666668
EdgeServer_1,288,1,215.498
EdgeServer_2,288,2,165.99599999999998
EdgeServer_3,288,3,66.9914
EdgeServer_4,288,4,66.9914
EdgeServer_5,288,5,74.50833333333334
EdgeServer_6,288,6,85.91666666666667
EdgeServer_1,289,1,215.498
EdgeServer_2,289,2,165.99599999999998
EdgeServer_3,289,3,66.9914
EdgeServer_4,289,4,66.9914
EdgeServer_5,289,5,74.50833333333334
EdgeServer_6,289,6,85.91666666666667
EdgeServer_1,290,1,215.498
EdgeServer_2,290,2,165.99599999999998
EdgeServer_3,290,3,66.9914
EdgeServer_4,290,4,66.9914
EdgeServer_5,290,5,74.50833333333334
EdgeServer_6,290,6,85.91666666666667
EdgeServer_1,291,1,190.74699999999999
EdgeServer_2,291,2,165.99599999999998
EdgeServer_3,291,3,66.9914
EdgeServer_4,291,4,66.9914
EdgeServer_5,291,5,74.50833333333334
EdgeServer_6,291,6,108.73333333333333
EdgeServer_1,292,1,203.1225
EdgeServer_2,292,2,165.99599999999998
EdgeServer_3,292,3,66.9914
EdgeServer_4,292,4,66.9914
EdgeServer_5,292,5,74.50833333333334
EdgeServer_6,292,6,97.325
EdgeServer_1,293,1,203.1225
EdgeServer_2,293,2,165.99599999999998
EdgeServer_3,293,3,66.9914
EdgeServer_4,293,4,66.9914
EdgeServer_5,293,5,74.50833333333334
EdgeServer_6,293,6,97.325
EdgeServer_1,294,1,203.1225
EdgeServer_2,294,2,165.99599999999998
EdgeServer_3,294,3,66.9914
EdgeServer_4,294,4,66.9914
EdgeServer_5,294,5,74.50833333333334
EdgeServer_6,294,6,97.325
EdgeServer_1,295,1,203.1225
EdgeServer_2,295,2,165.99599999999998
EdgeServer_3,295,3,66.9914
EdgeServer_4,295,4,66.9914
EdgeServer_5,295,5,74.50833333333334
EdgeServer_6,295,6,97.325
EdgeServer_1,296,1,203.1225
EdgeServer_2,296,2,165.99599999999998
EdgeServer_3,296,3,66.9914
EdgeServer_4,296,4,66.9914
EdgeServer_5,296,5,74.50833333333334
EdgeServer_6,296,6,97.325
EdgeServer_1,297,1,203.1225
EdgeServer_2,297,2,165.99599999999998
EdgeServer_3,297,3,66.9914
EdgeServer_4,297,4,66.9914
EdgeServer_5,297,5,74.50833333333334
EdgeServer_6,297,6,97.325
EdgeServer_1,298,1,203.1225
EdgeServer_2,298,2,165.99599999999998
EdgeServer_3,298,3,66.9914
EdgeServer_4,298,4,66.9914
EdgeServer_5,298,5,74.50833333333334
EdgeServer_6,298,6,97.325
EdgeServer_1,299,1,203.1225
EdgeServer_2,299,2,165.99599999999998
EdgeServer_3,299,3,66.9914
EdgeServer_4,299,4,66.9914
EdgeServer_5,299,5,74.50833333333334
EdgeServer_6,299,6,97.325
EdgeServer_1,300,1,215.498
EdgeServer_2,300,2,165.99599999999998
EdgeServer_3,300,3,66.9914
EdgeServer_4,300,4,66.9914
EdgeServer_5,300,5,74.50833333333334
EdgeServer_6,300,6,85.91666666666667
EdgeServer_1,301,1,203.1225
EdgeServer_2,301,2,165.99599999999998
EdgeServer_3,301,3,66.9914
EdgeServer_4,301,4,66.9914
EdgeServer_5,301,5,74.50833333333334
EdgeServer_6,301,6,97.325
EdgeServer_1,302,1,203.1225
EdgeServer_2,302,2,165.99599999999998
EdgeServer_3,302,3,66.9914
EdgeServer_4,302,4,66.9914
EdgeServer_5,302,5,74.50833333333334
EdgeServer_6,302,6,97.325
EdgeServer_1,303,1,203.1225
EdgeServer_2,303,2,165.99599999999998
EdgeServer_3,303,3,66.9914
EdgeServer_4,303,4,66.9914
EdgeServer_5,303,5,74.50833333333334
EdgeServer_6,303,6,97.325
EdgeServer_1,304,1,215.498
EdgeServer_2,304,2,165.99599999999998
EdgeServer_3,304,3,66.9914
EdgeServer_4,304,4,66.9914
EdgeServer_5,304,5,74.50833333333334
EdgeServer_6,304,6,85.91666666666667
EdgeServer_1,305,1,215.498
EdgeServer_2,305,2,165.99599999999998
EdgeServer_3,305,3,66.9914
EdgeServer_4,305,4,66.9914
EdgeServer_5,305,5,74.50833333333334
EdgeServer_6,305,6,85.91666666666667
EdgeServer_1,306,1,203.1225
EdgeServer_2,306,2,165.99599999999998
EdgeServer_3,306,3,66.9914
EdgeServer_4,306,4,66.9914
EdgeServer_5,306,5,74.50833333333334
EdgeServer_6,306,6,97.325
EdgeServer_1,307,1,203.1225
EdgeServer_2,307,2,165.99599999999998
EdgeServer_3,307,3,66.9914
EdgeServer_4,307,4,66.9914
EdgeServer_5,307,5,74.50833333333334
EdgeServer_6,307,6,97.325
EdgeServer_1,308,1,203.1225
EdgeServer_2,308,2,165.99599999999998
EdgeServer_3,308,3,66.9914
EdgeServer_4,308,4,66.9914
EdgeServer_5,308,5,74.50833333333334
EdgeServer_6,308,6,97.325
EdgeServer_1,309,1,203.1225
EdgeServer_2,309,2,165.99599999999998
EdgeServer_3,309,3,66.9914
EdgeServer_4,309,4,66.9914
EdgeServer_5,309,5,74.50833333333334
EdgeServer_6,309,6,97.325
EdgeServer_1,310,1,203.1225
EdgeServer_2,310,2,165.99599999999998
EdgeServer_3,310,3,66.9914
EdgeServer_4,310,4,66.9914
EdgeServer_5,310,5,74.50833333333334
EdgeServer_6,310,6,97.325
EdgeServer_1,311,1,203.1225
EdgeServer_2,311,2,165.99599999999998
EdgeServer_3,311,3,66.9914
EdgeServer_4,311,4,66.9914
EdgeServer_5,311,5,74.50833333333334
EdgeServer_6,311,6,97.325
EdgeServer_1,312,1,203.1225
EdgeServer_2,312,2,165.99599999999998
EdgeServer_3,312,3,66.9914
EdgeServer_4,312,4,66.9914
EdgeServer_5,312,5,74.50833333333334
EdgeServer_6,312,6,97.325
EdgeServer_1,313,1,203.1225
EdgeServer_2,313,2,165.99599999999998
EdgeServer_3,313,3,66.9914
EdgeServer_4,313,4,66.9914
EdgeServer_5,313,5,74.50833333333334
EdgeServer_6,313,6,97.325
EdgeServer_1,314,1,203.1225
EdgeServer_2,314,2,165.99599999999998
EdgeServer_3,314,3,66.9914
EdgeServer_4,314,4,66.9914
EdgeServer_5,314,5,74.50833333333334
EdgeServer_6,314,6,97.325
EdgeServer_1,315,1,203.1225
EdgeServer_2,315,2,165.99599999999998
EdgeServer_3,315,3,66.9914
EdgeServer_4,315,4,66.9914
EdgeServer_5,315,5,74.50833333333334
EdgeServer_6,315,6,97.325
EdgeServer_1,316,1,203.1225
EdgeServer_2,316,2,165.99599999999998
EdgeServer_3,316,3,66.9914
EdgeServer_4,316,4,66.9914
EdgeServer_5,316,5,74.50833333333334
EdgeServer_6,316,6,97.325
EdgeServer_1,317,1,203.1225
EdgeServer_2,317,2,165.99599999999998
EdgeServer_3,317,3,66.9914
EdgeServer_4,317,4,66.9914
EdgeServer_5,317,5,74.50833333333334
EdgeServer_6,317,6,97.325
EdgeServer_1,318,1,203.1225
EdgeServer_2,318,2,165.99599999999998
EdgeServer_3,318,3,66.9914
EdgeServer_4,318,4,66.9914
EdgeServer_5,318,5,74.50833333333334
EdgeServer_6,318,6,97.325
EdgeServer_1,319,1,203.1225
EdgeServer_2,319,2,165.99599999999998
EdgeServer_3,319,3,66.9914
EdgeServer_4,319,4,66.9914
EdgeServer_5,319,5,74.50833333333334
EdgeServer_6,319,6,97.325
EdgeServer_1,320,1,203.1225
EdgeServer_2,320,2,165.99599999999998
EdgeServer_3,320,3,66.9914
EdgeServer_4,320,4,66.9914
EdgeServer_5,320,5,74.50833333333334
EdgeServer_6,320,6,97.325
EdgeServer_1,321,1,190.74699999999999
EdgeServer_2,321,2,165.99599999999998
EdgeServer_3,321,3,66.9914
EdgeServer_4,321,4,66.9914
EdgeServer_5,321,5,74.50833333333334
EdgeServer_6,321,6,108.73333333333333
EdgeServer_1,322,1,190.74699999999999
EdgeServer_2,322,2,165.99599999999998
EdgeServer_3,322,3,66.9914
EdgeServer_4,322,4,66.9914
EdgeServer_5,322,5,74.50833333333334
EdgeServer_6,322,6,108.73333333333333
EdgeServer_1,323,1,190.74699999999999
EdgeServer_2,323,2,165.99599999999998
EdgeServer_3,323,3,66.9914
EdgeServer_4,323,4,66.9914
EdgeServer_5,323,5,74.50833333333334
EdgeServer_6,323,6,108.73333333333333
EdgeServer_1,324,1,190.74699999999999
EdgeServer_2,324,2,165.99599999999998
EdgeServer_3,324,3,66.9914
EdgeServer_4,324,4,66.9914
EdgeServer_5,324,5,74.50833333333334
EdgeServer_6,324,6,108.73333333333333
EdgeServer_1,325,1,190.74699999999999
EdgeServer_2,325,2,165.99599999999998
EdgeServer_3,325,3,66.9914
EdgeServer_4,325,4,66.9914
EdgeServer_5,325,5,74.50833333333334
EdgeServer_6,325,6,108.73333333333333
EdgeServer_1,326,1,203.1225
EdgeServer_2,326,2,165.99599999999998
EdgeServer_3,326,3,66.9914
EdgeServer_4,326,4,66.9914
EdgeServer_5,326,5,74.50833333333334
EdgeServer_6,326,6,97.325
EdgeServer_1,327,1,190.74699999999999
EdgeServer_2,327,2,165.99599999999998
EdgeServer_3,327,3,66.9914
EdgeServer_4,327,4,66.9914
EdgeServer_5,327,5,74.50833333333334
EdgeServer_6,327,6,108.73333333333333
EdgeServer_1,328,1,190.74699999999999
EdgeServer_2,328,2,165.99599999999998
EdgeServer_3,328,3,66.9914
EdgeServer_4,328,4,66.9914
EdgeServer_5,328,5,74.50833333333334
EdgeServer_6,328,6,108.73333333333333
EdgeServer_1,329,1,190.74699999999999
EdgeServer_2,329,2,165.99599999999998
EdgeServer_3,329,3,66.9914
EdgeServer_4,329,4,66.9914
EdgeServer_5,329,5,74.50833333333334
EdgeServer_6,329,6,108.73333333333333
EdgeServer_1,330,1,190.74699999999999
EdgeServer_2,330,2,165.99599999999998
EdgeServer_3,330,3,66.9914
EdgeServer_4,330,4,66.9914
EdgeServer_5,330,5,74.50833333333334
EdgeServer_6,330,6,108.73333333333333
EdgeServer_1,331,1,190.74699999999999
EdgeServer_2,331,2,165.99599999999998
EdgeServer_3,331,3,66.9914
EdgeServer_4,331,4,66.9914
EdgeServer_5,331,5,74.50833333333334
EdgeServer_6,331,6,108.73333333333333
EdgeServer_1,332,1,190.74699999999999
EdgeServer_2,332,2,165.99599999999998
EdgeServer_3,332,3,66.9914
EdgeServer_4,332,4,66.9914
EdgeServer_5,332,5,74.50833333333334
EdgeServer_6,332,6,108.73333333333333
EdgeServer_1,333,1,190.74699999999999
EdgeServer_2,333,2,165.99599999999998
EdgeServer_3,333,3,66.9914
EdgeServer_4,333,4,66.9914
EdgeServer_5,333,5,74.50833333333334
EdgeServer_6,333,6,108.73333333333333
EdgeServer_1,334,1,190.74699999999999
EdgeServer_2,334,2,165.99599999999998
EdgeServer_3,334,3,66.9914
EdgeServer_4,334,4,66.9914
EdgeServer_5,334,5,74.50833333333334
EdgeServer_6,334,6,108.73333333333333
EdgeServer_1,335,1,203.1225
EdgeServer_2,335,2,165.99599999999998
EdgeServer_3,335,3,66.9914
EdgeServer_4,335,4,66.9914
EdgeServer_5,335,5,74.50833333333334
EdgeServer_6,335,6,97.325
EdgeServer_1,336,1,203.1225
EdgeServer_2,336,2,165.99599999999998
EdgeServer_3,336,3,66.9914
EdgeServer_4,336,4,66.9914
EdgeServer_5,336,5,74.50833333333334
EdgeServer_6,336,6,97.325
EdgeServer_1,337,1,190.74699999999999
EdgeServer_2,337,2,165.99599999999998
EdgeServer_3,337,3,66.9914
EdgeServer_4,337,4,66.9914
EdgeServer_5,337,5,74.50833333333334
EdgeServer_6,337,6,108.73333333333333
EdgeServer_1,338,1,190.74699999999999
EdgeServer_2,338,2,165.99599999999998
EdgeServer_3,338,3,66.9914
EdgeServer_4,338,4,66.9914
EdgeServer_5,338,5,74.50833333333334
EdgeServer_6,338,6,108.73333333333333
EdgeServer_1,339,1,190.74699999999999
EdgeServer_2,339,2,165.99599999999998
EdgeServer_3,339,3,66.9914
EdgeServer_4,339,4,66.9914
EdgeServer_5,339,5,74.50833333333334
EdgeServer_6,339,6,108.73333333333333
EdgeServer_1,340,1,190.74699999999999
EdgeServer_2,340,2,165.99599999999998
EdgeServer_3,340,3,66.9914
EdgeServer_4,340,4,66.9914
EdgeServer_5,340,5,74.50833333333334
EdgeServer_6,340,6,108.73333333333333
EdgeServer_1,341,1,215.498
EdgeServer_2,341,2,165.99599999999998
EdgeServer_3,341,3,66.9914
EdgeServer_4,341,4,66.9914
EdgeServer_5,341,5,74.50833333333334
EdgeServer_6,341,6,85.91666666666667
EdgeServer_1,342,1,203.1225
EdgeServer_2,342,2,165.99599999999998
EdgeServer_3,342,3,66.9914
EdgeServer_4,342,4,66.9914
EdgeServer_5,342,5,74.50833333333334
EdgeServer_6,342,6,97.325
EdgeServer_1,343,1,203.1225
EdgeServer_2,343,2,165.99599999999998
EdgeServer_3,343,3,66.9914
EdgeServer_4,343,4,66.9914
EdgeServer_5,343,5,74.50833333333334
EdgeServer_6,343,6,97.325
EdgeServer_1,344,1,203.1225
EdgeServer_2,344,2,165.99599999999998
EdgeServer_3,344,3,66.9914
EdgeServer_4,344,4,66.9914
EdgeServer_5,344,5,74.50833333333334
EdgeServer_6,344,6,97.325
EdgeServer_1,345,1,203.1225
EdgeServer_2,345,2,165.99599999999998
EdgeServer_3,345,3,66.9914
EdgeServer_4,345,4,66.9914
EdgeServer_5,345,5,74.50833333333334
EdgeServer_6,345,6,97.325
EdgeServer_1,346,1,215.498
EdgeServer_2,346,2,165.99599999999998
EdgeServer_3,346,3,66.9914
EdgeServer_4,346,4,66.9914
EdgeServer_5,346,5,74.50833333333334
EdgeServer_6,346,6,85.91666666666667
EdgeServer_1,347,1,203.1225
EdgeServer_2,347,2,165.99599999999998
EdgeServer_3,347,3,66.9914
EdgeServer_4,347,4,66.9914
EdgeServer_5,347,5,74.50833333333334
EdgeServer_6,347,6,97.325
EdgeServer_1,348,1,203.1225
EdgeServer_2,348,2,165.99599999999998
EdgeServer_3,348,3,66.9914
EdgeServer_4,348,4,66.9914
EdgeServer_5,348,5,74.50833333333334
EdgeServer_6,348,6,97.325
EdgeServer_1,349,1,203.1225
EdgeServer_2,349,2,165.99599999999998
EdgeServer_3,349,3,66.9914
EdgeServer_4,349,4,66.9914
EdgeServer_5,349,5,74.50833333333334
EdgeServer_6,349,6,97.325
EdgeServer_1,350,1,203.1225
EdgeServer_2,350,2,165.99599999999998
EdgeServer_3,350,3,66.9914
EdgeServer_4,350,4,66.9914
EdgeServer_5,350,5,74.50833333333334
EdgeServer_6,350,6,97.325
EdgeServer_1,351,1,190.74699999999999
EdgeServer_2,351,2,165.99599999999998
EdgeServer_3,351,3,66.9914
EdgeServer_4,351,4,66.9914
EdgeServer_5,351,5,74.50833333333334
EdgeServer_6,351,6,108.73333333333333
EdgeServer_1,352,1,190.74699999999999
EdgeServer_2,352,2,165.99599999999998
EdgeServer_3,352,3,66.9914
EdgeServer_4,352,4,66.9914
EdgeServer_5,352,5,74.50833333333334
EdgeServer_6,352,6,108.73333333333333
EdgeServer_1,353,1,190.74699999999999
EdgeServer_2,353,2,165.99599999999998
EdgeServer_3,353,3,66.9914
EdgeServer_4,353,4,66.9914
EdgeServer_5,353,5,74.50833333333334
EdgeServer_6,353,6,108.73333333333333
EdgeServer_1,354,1,190.74699999999999
EdgeServer_2,354,2,165.99599999999998
EdgeServer_3,354,3,66.9914
EdgeServer_4,354,4,66.9914
EdgeServer_5,354,5,74.50833333333334
EdgeServer_6,354,6,108.73333333333333
EdgeServer_1,355,1,190.74699999999999
EdgeServer_2,355,2,165.99599999999998
EdgeServer_3,355,3,66.9914
EdgeServer_4,355,4,66.9914
EdgeServer_5,355,5,74.50833333333334
EdgeServer_6,355,6,108.73333333333333
EdgeServer_1,356,1,203.1225
EdgeServer_2,356,2,165.99599999999998
EdgeServer_3,356,3,66.9914
EdgeServer_4,356,4,66.9914
EdgeServer_5,356,5,74.50833333333334
EdgeServer_6,356,6,97.325
EdgeServer_1,357,1,190.74699999999999
EdgeServer_2,357,2,165.99599999999998
EdgeServer_3,357,3,66.9914
EdgeServer_4,357,4,66.9914
EdgeServer_5,357,5,74.50833333333334
EdgeServer_6,357,6,108.73333333333333
EdgeServer_1,358,1,215.498
EdgeServer_2,358,2,165.99599999999998
EdgeServer_3,358,3,66.9914
EdgeServer_4,358,4,66.9914
EdgeServer_5,358,5,74.50833333333334
EdgeServer_6,358,6,85.91666666666667
EdgeServer_1,359,1,190.74699999999999
EdgeServer_2,359,2,165.99599999999998
EdgeServer_3,359,3,66.9914
EdgeServer_4,359,4,66.9914
EdgeServer_5,359,5,74.50833333333334
EdgeServer_6,359,6,108.73333333333333
EdgeServer_1,360,1,190.74699999999999
EdgeServer_2,360,2,165.99599999999998
EdgeServer_3,360,3,66.9914
EdgeServer_4,360,4,66.9914
EdgeServer_5,360,5,74.50833333333334
EdgeServer_6,360,6,108.73333333333333
EdgeServer_1,361,1,190.74699999999999
EdgeServer_2,361,2,165.99599999999998
EdgeServer_3,361,3,66.9914
EdgeServer_4,361,4,66.9914
EdgeServer_5,361,5,74.50833333333334
EdgeServer_6,361,6,108.73333333333333
EdgeServer_1,362,1,215.498
EdgeServer_2,362,2,165.99599999999998
EdgeServer_3,362,3,66.9914
EdgeServer_4,362,4,66.9914
EdgeServer_5,362,5,74.50833333333334
EdgeServer_6,362,6,85.91666666666667
EdgeServer_1,363,1,215.498
EdgeServer_2,363,2,165.99599999999998
EdgeServer_3,363,3,66.9914
EdgeServer_4,363,4,66.9914
EdgeServer_5,363,5,74.50833333333334
EdgeServer_6,363,6,85.91666666666667
EdgeServer_1,364,1,215.498
EdgeServer_2,364,2,165.99599999999998
EdgeServer_3,364,3,66.9914
EdgeServer_4,364,4,66.9914
EdgeServer_5,364,5,74.50833333333334
EdgeServer_6,364,6,85.91666666666667
EdgeServer_1,365,1,190.74699999999999
EdgeServer_2,365,2,165.99599999999998
EdgeServer_3,365,3,66.9914
EdgeServer_4,365,4,66.9914
EdgeServer_5,365,5,74.50833333333334
EdgeServer_6,365,6,108.73333333333333
EdgeServer_1,366,1,227.87349999999998
EdgeServer_2,366,2,165.99599999999998
EdgeServer_3,366,3,66.9914
EdgeServer_4,366,4,66.9914
EdgeServer_5,366,5,74.50833333333334
EdgeServer_6,366,6,74.50833333333334
